country,region,name,latitude,longitude
CN,18,Jiancha,28.1539,107.9756
CN,18,Yongke,26.05,105.9
CN,18,Liping,26.2311,109.1314
CN,18,Jiake,25.0958,104.7083
CN,18,Yangteng,28.7172,106.9597
CN,18,Aoshi,26.4017,109.0711
CN,18,Keqin,28.1356,106.6086
CN,18,Jianbo,26.9564,107.5703
CN,18,Weiqi,26.2667,105.8167
CN,18,Heyong,25.6433,107.8119
CN,18,Zhuzhong,27.6311,105.8658
IN,18,Pala,25.4167,92.5667
CN,18,Jianglong,25.9667,105.9
CN,18,Huale,26.4667,105.2083
CN,18,Youshi,26.5719,107.6061
CN,18,Leishan,26.3892,108.0683
CN,18,Wangjiang,26.9833,108.2333
ID,18,Bajawa,-8.7833,120.9833
ID,18,Kalabahi,-8.2167,124.5167
ID,18,Lewoleba,-8.3833,123.4
ID,18,Waingapu,-9.65,120.2667
ID,18,Atambua,-9.1061,124.8925
ID,18,Ende,-8.8333,121.65
ID,18,Maumere,-8.6167,122.2333
ID,18,Ruteng,-8.6,120.45
CN,18,Nongmin,27.2436,106.4489
CN,18,Jiashao,25.7753,108.6219
CN,18,Hengdi,27.3558,104.3594
CN,18,Yide,26.6833,104.8583
CN,18,Kaixuan,28.465,105.7667
CN,18,Yongyi,27.9758,108.5842
CN,18,Fangping,26.7369,109.2211
CN,18,Guangda,28.6297,107.5064
JP,18,Hirakawa,31.95,130.4
CN,18,Xingfa,26.9833,104.75
ID,18,Merdeka,-9.1058,124.8981
CN,18,Yuantong,26.4761,108.6031
CN,18,Jule,26.5833,103.9833
CN,18,Shuiqing,27.3653,105.1517
CN,18,Xinnan,27.5386,107.3128
CN,18,Lilong,27.8206,107.3347
ID,18,Pelita,-9.39,124.8828
CN,18,Guandian,28.2939,106.6108
CN,18,Wengyang,26.8,107.6833
CN,18,Liangfeng,27.3603,107.7203
CN,18,Qingdong,26.9253,108.655
CN,18,Tongren,27.7172,109.1853
CN,18,Jiaotong,27.8189,106.365
CN,18,Yuanchang,28.1189,108.3156
CN,18,Dingli,25.85,106.7
CN,18,Gaobao,26.5333,106.9667
PH,18,Damayan,11.4839,122.5194
CN,18,Jiusheng,26.5447,108.4931
CN,18,Fengsan,27.1831,107
CN,18,Xiaoqing,26.9333,106.5167
CN,18,Xiaoheshan,27.1647,107.6481
CN,18,Yingbin,27.3608,105.3594
CN,18,Wuma,27.6406,106.2461
CN,18,Qinlin,26.7417,105.0333
CN,18,Lizi,28.1978,106.7631
CN,18,Jiaoxia,26.5169,108.4272
CN,18,Dewei,26.6408,108.4839
IN,18,Smit,25.5,91.9
PH,18,Milan,11.4419,122.4719
PH,18,Fernandez,11.3833,122.7667
PH,18,Guia,11.3667,122.8333
PH,18,Cristina,11.25,122.55
CN,18,Mintong,27.2919,107.975
CN,18,Shuangjia,26.6583,104.7667
PH,18,Ganzon,11.4333,122.3833
CN,18,Yandong,26.0986,108.9664
CN,18,Fansheng,26.6653,108.2442
CN,18,Kefu,25.8292,106.175
CN,18,Kele,27.2381,104.3894
CN,18,Mulong,27.7289,109.0694
CN,18,Xingsu,27.3589,105.8669
CN,18,Deming,26.9517,108.5789
CN,18,Ronghua,25.0042,105.5667
CN,18,Shichao,28.4031,108.0442
CN,18,Zhijie,26.8583,104.7833
CN,18,Xingzhong,25.8958,104.9958
CN,18,Baixing,26.55,105.2833
CN,18,Sanghe,26.7583,104.6333
CN,18,Xingzhu,27.8047,107.8972
CN,18,Yarong,26.0333,106.75
CN,18,Baihai,25.74,108.6278
PH,18,Sigma,11.4167,122.6669
CN,18,Jinhai,26.9833,104.225
CN,18,Shuli,25.2667,106.45
CN,18,Rongguang,28.1747,106.5
PH,18,Candelaria,11.2833,122.5333
AF,18,Jalalabad,34.4303,70.4528
CN,18,Yanghua,28.3122,106.4536
CN,18,Dexin,26.6364,107.2372
CN,18,Ziqiang,26.6833,106.1
ID,18,Waikabubak,-9.6333,119.4167
ID,18,Larantuka,-8.35,122.9833
CN,18,Bawang,25.3606,107.5403
CN,18,Yuping,27.2369,108.9103
PH,18,Rivero,11.3,122.4667
CN,18,Xinnong,27.6922,107.2456
CN,18,Boshang,25.5667,104.9333
CN,18,Muyi,25.8833,105.7333
JP,18,Okachi,28.3833,129.5833
JP,18,Tajima,30.4833,130.95
JP,18,Asama,27.8167,128.8833
JP,18,Yamano,32.1,130.5833
JP,18,Kojima,27.7333,128.9
JP,18,Tanto,31.7333,130.6667
JP,18,Usui,32.2167,130.1667
JP,18,Kanai,27.0333,128.4333
JP,18,Shirai,27.7167,128.9667
JP,18,Tsuruta,31.95,130.4833
JP,18,Furusato,27.0333,128.45
JP,18,Sueyoshi,31.65,131.0167
JP,18,China,27.3333,128.5667
JP,18,Aoto,31.2833,130.45
JP,18,Maeyama,28.2167,129.45
JP,18,Shiraki,31.2667,131.105
JP,18,Haru,30.2333,130.5833
JP,18,Ohira,30.55,130.9667
JP,18,Kawamoto,30.3333,130.3833
JP,18,Tashima,30.4833,130.95
JP,18,Yoshinori,28.1833,129.4
JP,18,Magome,31.2833,131.0417
JP,18,Ihara,30.5333,130.9333
JP,18,Ibusuki,31.2333,130.65
JP,18,Kaho,27.0333,128.4333
JP,18,Akune,32.0167,130.2
JP,18,Kushikino,31.7167,130.2667
JP,18,Kanoya,31.3833,130.85
JP,18,Kumano,30.6833,130.9667
JP,18,Kaseda,31.4167,130.3167
JP,18,Kaminaka,30.4167,130.9
JP,18,Okuchi,32.0667,130.6167
JP,18,Shibushi,31.4667,131.105
JP,18,Makurazaki,31.2667,130.3167
JP,18,Koike,31.6,130.6
JP,18,Yamakawa,31.2,130.65
JP,18,Haruo,30.2333,130.5833
JP,18,Shiro,28.2833,129.45
JP,18,Arimura,31.55,130.6667
JP,18,Yomura,28.5,129.6833
JP,18,Nishino,30.3667,130.8833
JP,18,Hiraiwa,31.9833,130.35
JP,18,Kawauchi,28.3,129.4333
JP,18,Takarabe,31.7333,130.9833
JP,18,Iseki,30.7667,131.0667
JP,18,Kawanabe,31.3833,130.4
JP,18,Sase,31.75,130.55
JP,18,Imaizumi,31.2833,130.6
JP,18,Kokubo,31.7333,130.7667
JP,18,Taniyama,31.5167,130.5167
JP,18,Hayato,31.7167,130.7333
JP,18,Ogachi,28.2167,129.3
JP,18,Nishime,28.3333,129.9667
JP,18,Oguchi,32.0667,130.6167
JP,18,Jumonji,31.8333,130.6833
JP,18,Kokubu,31.7333,130.7667
JP,18,Akina,28.1667,129.3333
JP,18,Yamagami,32.05,130.5167
JP,18,Shinchi,31.4033,131.0167
JP,18,Kunigami,27.4167,128.6833
JP,18,Ikebe,31.45,130.35
JP,18,Kawahigashi,31.3725,131.0075
JP,18,Oshiro,30.5833,131.0333
JP,18,Yokokawa,31.9,130.7
JP,18,Shinokawa,28.2167,129.3
JP,18,Yuda,31.9333,130.4667
JP,18,Shiomi,32.1167,130.1333
JP,18,Tarumizu,31.4833,130.7
JP,18,Kominato,28.3167,129.5333
JP,18,Tarumi,31.4833,130.7
JP,18,Wakimoto,32.0833,130.2
JP,18,Hishida,31.4383,131.05
JP,18,Miyachi,31.55,131.1333
JP,18,Chiran,31.3667,130.45
JP,18,Utsu,31.7667,130.4
JP,18,Kinen,27.6833,129
JP,18,Sani,28.5167,129.6833
JP,18,Uken,28.3,129.2333
JP,18,Yoro,28.05,129.1667
JP,18,Yuta,31.9333,130.4667
JP,18,Wadomari,27.3833,128.65
JP,18,Futagawa,31.5833,130.7833
JP,18,Togo,31.8667,130.3333
JP,18,Tsuruda,31.95,130.4833
JP,18,Nakayoshi,31.4033,131.005
JP,18,Sata,31.0833,130.6833
JP,18,Nagayama,31.8667,130.2333
JP,18,Kataura,31.4167,130.1833
JP,18,Hioki,31.5833,130.35
JP,18,Kagosima,31.6,130.55
JP,18,Okome,27.3333,128.5833
JP,18,Nishinoomote,30.7333,131
JP,18,Noma,30.5333,130.9667
JP,18,Kiten,28.2167,129.2167
JP,18,Urushi,31.8167,130.5667
JP,18,Seisui,28.1333,129.3167
KR,18,Kangdong,35.1522,126.7561
KR,18,Songchon,35.1347,126.9533
KR,18,Kasan,35.1072,126.8639
KR,18,Wolchon,35.1194,126.9
KR,18,Ungok,35.1333,126.95
KR,18,Wolsandong,35.145,126.8944
KR,18,Yongho,35.2117,126.9422
KR,18,Yonggang,35.1167,126.9333
KR,18,Sadong,35.1047,126.8344
KR,18,Mangwol,35.1258,126.8606
KR,18,Hoeryong,35.135,126.7533
KR,18,Sillim,35.1242,126.9733
KR,18,Chimsan,35.1003,126.7719
KR,18,Simgok,35.1369,126.8581
KR,18,Ochi,35.1925,126.9078
KR,18,Sinandong,35.1644,126.8986
KR,18,Sotaedong,35.1222,126.9392
SE,18,Ekeby,59.0167,16.3667
TN,18,Taburbah,36.8397,9.8333
PT,18,Cartaxo,39.15,-8.7833
NO,18,Tovik,68.6736,16.89
SE,18,Abborrtorp,58.6667,16.75
NO,18,Gryllefjord,69.3667,17.0167
NO,18,Skaland,69.45,17.3
NO,18,Burfjord,69.9333,22.05
NO,18,Olderdalen,69.6167,20.5333
NO,18,Lyngseidet,69.5833,20.2167
NO,18,Storsteinnes,69.2333,19.2333
NO,18,Oteren,69.2667,19.9
NO,18,Stonglandseid,69.0833,17.1833
NO,18,Andselv,69.0667,18.5667
NO,18,Skjold,69.0333,19.2833
NO,18,Tennevoll,68.75,17.8
NO,18,Birtavarre,69.4833,20.8333
EE,18,Ignase,58.2611,26.8469
EC,18,Machachi,-0.5,-78.5667
HN,18,El Progreso,15.4,-87.8
GY,18,Linden,6,-58.3
EE,18,Ulila,58.3633,26.4261
EE,18,Annikoru,58.2672,26.3006
PT,18,Salvaterra De Magos,39.0167,-8.8
IE,18,Granard,53.7667,-7.5
PT,18,Alcanede,39.4167,-8.8167
NO,18,Gibostad,69.35,18.0667
NO,18,Ersfjordbotn,69.6919,18.6183
NO,18,Hansnes,69.9667,19.6
NO,18,Borkenes,68.7833,16.1833
NO,18,Oksfjord,69.9167,21.25
SE,18,Rekarne,59.4333,16.3333
EE,18,Meerapalu,58.3819,27.37
EE,18,Puhja,58.3419,26.3147
EE,18,Laeva,58.4919,26.3617
RO,18,Costache Negri,45.7,27.7167
NO,18,Ibestad,68.8,17.1333
PT,18,Marinhais,39.05,-8.7
SE,18,Svenstorp,58.9167,16.3167
SE,18,Karlsfors,59.0167,16.7167
PT,18,Almeirim,39.2,-8.6333
NO,18,Buvika,69.0647,16.9292
RO,18,Branistea,45.45,27.85
RO,18,Baleni,45.8167,27.8333
RO,18,Frumusita,45.6667,28.0667
IT,18,Ospedalicchio,43.0833,12.5
NO,18,Meltervold,69.8833,21.4333
NO,18,Nordbotn,69.75,22.1333
NO,18,Nordkjosbotn,69.2167,19.5667
HR,18,Spacva,45.0444,18.9075
HR,18,Ivankovo,45.2886,18.6839
SE,18,Baralund,59.1333,15.8833
SE,18,Kulsta,58.9667,16.6167
HU,18,Kemecse,48.0667,21.8
HU,18,Nagycserkesz,47.9667,21.5333
SE,18,Finsta,59.0167,16.7833
NO,18,Skardmunken,69.6167,19.6167
IT,18,Collepepe,42.9167,12.4
IT,18,Collemancio,42.9833,12.5167
RO,18,Slobozia-Conachi,45.5833,27.7833
NO,18,Kasfjord,68.8342,16.355
NO,18,Lenangen,69.9,20.15
NO,18,Laksvatn,69.3833,19.3667
SE,18,Olstorp,58.8167,16.6333
SE,18,Karltorp,58.8,16.6333
SE,18,Snytberga,59.3667,16.8667
SE,18,Svalsta,58.7333,16.8667
PT,18,Riachos,39.4333,-8.5167
IT,18,Piediluco,42.5333,12.75
RO,18,Smulti,45.9333,27.75
RO,18,Rediu,45.7167,27.8333
SE,18,Stora Toltorp,58.9,16.1
IT,18,Logna,42.7333,13
EE,18,Kambja,58.2306,26.7006
EE,18,Luke,58.2403,26.5367
NO,18,Leirbukta,69.55,19.7333
RO,18,Maxineni,45.4,27.6333
RO,18,Tudor Vladimirescu,45.5667,27.65
RO,18,Corni,45.85,27.7667
SE,18,Strand,58.8833,16.8667
SE,18,Fiskarbol,59,16.9333
SE,18,Marieberg,58.9667,17.1333
KR,18,Chunam,35.1025,126.9411
IT,18,Torchiagina,43.1167,12.5333
IT,18,Vacone,42.3833,12.6333
IT,18,Uncinano,42.7667,12.6667
NO,18,Tomasbakken,69.5667,19.2167
BR,18,Imbituva,-25.2,-50.5833
BR,18,Cruzeiro Do Oeste,-23.7667,-53.0667
BR,18,Tapejara,-23.6833,-52.8833
MX,18,Valle De Banderas,20.8,-105.2333
MX,18,Yago,21.8333,-105.0667
MX,18,Tecuala,22.3986,-105.4569
MX,18,Compostela,21.2333,-104.9167
MX,18,Rosamorada,22.1222,-105.2058
MX,18,Acaponeta,22.4964,-105.3594
MX,18,Zacualpan,21.25,-105.1667
CO,18,Sabanagrande,10.7197,-74.6828
GT,18,Santa Rosa De Lima,14.3881,-90.2956
CO,18,Puebloviejo,10.9972,-74.2875
HU,18,Porcsalma,47.8833,22.5667
HU,18,Ajak,48.1833,22.0667
TN,18,Manzil Jamil,37.2358,9.9175
NO,18,Vannareid,70.2,19.6167
NO,18,Solstad,69.45,18.5
NO,18,Bredvik,69.6667,19.6333
PT,18,Bemfica,39.1333,-8.6833
PT,18,Bairros,39.55,-8.2833
TN,18,Douar El Aouachia,37.1375,9.9983
TN,18,Manzil Bu Ruqaybah,37.1558,9.7936
EC,18,Conocoto,-0.3,-78.4833
BR,18,Silvestre,-23.5,-53.1167
BR,18,Itaiacoca,-25.1333,-49.9167
BR,18,Palmitalzinho,-25.2167,-49.7833
BR,18,Palotina,-24.2833,-53.8333
BR,18,Barra Do Teixeira,-24.6667,-49.5
MX,18,San Blas,21.5167,-105.2667
MX,18,Refugio,21.4167,-104.7833
DO,18,Cabarete,19.75,-70.4
BR,18,Terra Roxa,-23.85,-50.0167
BR,18,Peabiru,-23.9,-52.3333
BR,18,Guaratuba,-25.9,-48.5667
BR,18,Cajati,-25.2,-53.1667
BR,18,Antonina,-25.45,-48.7167
VE,18,Araure,9.5667,-69.2167
PE,18,Ilo,-17.6394,-71.3375
VE,18,Villa Bruzual,9.3328,-69.1208
BR,18,Alto Piquiri,-24.0167,-53.4667
BR,18,Biscaia,-25.0667,-49.9
BR,18,Rio Negro,-26.0967,-49.7933
BR,18,Jussara,-23.6,-52.4667
BR,18,Nova Londrina,-22.75,-53
BR,18,Sapopema,-23.9167,-50.5833
PT,18,Fazendas De Almeirim,39.1833,-8.5833
SE,18,Norrtorp,58.6833,16.65
SE,18,Ekeberga,59.1833,17.1333
SE,18,Skansen,59.05,17.6833
SE,18,Silinge,59.0167,16.5667
GT,18,Casillas,14.4222,-90.2442
EE,18,Ilmatsalu,58.3864,26.5467
EE,18,Rannu,58.2367,26.2181
SE,18,Remna,59.1,16.65
SE,18,Tuna,58.7331,16.8331
SE,18,Norrby,59.0833,17.0833
SE,18,Enstaberga,58.75,16.85
JP,18,Ijuin,31.6167,130.4
JP,18,Izumi,32.0833,130.3667
MA,19,El Jadida,31.2833,-8.8667
MA,19,Marrakech,31.6333,-8
TN,19,Nabeul,36.45,10.7333
MU,19,Goodlands,-20.035,57.6431
MU,19,Piton,-20.0903,57.6303
DZ,19,Biskra,34.85,5.7333
CH,19,Weinfelden,47.5667,9.1
IN,19,Bangalore,12.9833,77.5833
JP,19,Yokohama,35.45,139.65
MX,19,Monterrey,25.6667,-100.3167
JP,19,Hadano,35.3711,139.2236
EC,19,Ambato,-1.25,-78.6167
MX,19,Mina,26.0167,-100.5333
JP,19,Kawasaki,35.5206,139.7172
AR,19,San Luis,-33.3,-66.35
MX,19,Allende,25.2833,-100.0167
NO,19,Mandal,58.0333,7.45
PT,19,Almada,38.6833,-9.15
ID,19,Pekanbaru,0.5333,101.45
MX,19,Guadalupe,25.6833,-100.25
MX,19,Potosi,24.85,-100.3167
MX,19,Santiago,25.4167,-100.15
MX,19,Apodaca,25.7667,-100.2
MX,19,Santa Catarina,25.6833,-100.4667
MX,19,Montemorelos,25.2,-99.8167
CO,19,Villavicencio,4.1533,-73.635
AR,19,Mercedes,-33.6667,-65.4667
AR,19,El Chorrillo,-33.3,-66.2667
PE,19,Cerro De Pasco,-10.6833,-76.2667
IT,19,Pont,45.5667,7.1167
GE,19,Tbilisi,41.725,44.7908
NO,19,Kristiansand,58.1667,8
HU,19,Szeged,46.25,20.1667
IT,19,Aosta,45.7333,7.3333
CH,19,Steckborn,47.6667,8.9833
CH,19,Oberwangen,47.4333,8.9667
NO,19,Kvinesdal,58.3167,6.95
CH,19,Bronschhofen,47.4833,9.0333
IT,19,Castel,45.8,7.8167
IE,19,Louth,53.9486,-6.5414
NO,19,Lyngdal,58.1333,7.0833
PT,19,Caparica,38.6667,-9.2
CH,19,Aadorf,47.4833,8.9
JP,19,Isehara,35.3906,139.3078
NO,19,Hunsfos,58.2667,7.9667
IT,19,Meyer,45.8167,6.9833
CO,19,El Dorado,2.7792,-72.8719
PT,19,Sines,37.95,-8.8667
CH,19,Homburg,47.6333,9
JP,19,Chigasaki,35.3261,139.4039
IE,19,Drogheda,53.7189,-6.3478
PT,19,Quinta Do Anjo,38.5667,-8.9333
PT,19,Aldeia De Paio Pires,38.6167,-9.0833
IE,19,Dundalk,54,-6.4167
IT,19,Quart,45.75,7.3833
PT,19,Barreiro,38.6667,-9.0667
PT,19,Palmela,38.5667,-8.9
PT,19,Azoia,38.4333,-9.1833
IT,19,Gressan,45.7167,7.2833
NO,19,Vigeland,58.0833,7.3
EE,19,Valga,57.7744,26.0453
PT,19,Paio Pires,38.6167,-9.0833
CH,19,Frauenfeld,47.55,8.9
CH,19,Stein Am Rhein,47.65,8.85
IT,19,Cogne,45.6167,7.35
PT,19,Macau,38.6167,-8.9167
IE,19,Port,53.8442,-6.2611
IT,19,Gressoney,45.7833,7.8167
NO,19,Herad,58.15,6.8
PT,19,Alcochete,38.75,-8.9667
IT,19,Meran,45.7,7.6667
CH,19,Sirnach,47.4667,9
IE,19,Ardee,53.8597,-6.5406
NO,19,Vennesla,58.2833,7.9833
IT,19,Fava,45.6667,7.6667
PT,19,Corroios,38.6333,-9.15
PT,19,Moita,38.65,-8.9833
PT,19,Torre Da Marinha,38.6167,-9.1
NO,19,Kjevik,58.2,8.1
NO,19,Sirdal,58.6667,6.7167
IT,19,Gaby,45.7167,7.8833
PT,19,Seixal,38.6333,-9.1
CH,19,Wigoltingen,47.6,9.0333
IT,19,Courmayeur,45.7833,6.9667
NO,19,Nodeland,58.15,7.85
CH,19,Elgg,47.5,8.8667
PT,19,Montijo,38.7,-8.9667
CH,19,Islikon,47.55,8.85
PT,19,Alvalade,37.9333,-8.4
NO,19,Aukland,58.1167,7.9667
IT,19,Pollein,45.7333,7.35
CH,19,Eschlikon,47.4667,8.9667
CH,19,Pfyn,47.6,8.9667
NO,19,Foss,58.2667,8.1667
CH,19,Ittingen,47.6,8.8833
PT,19,Coina,38.6,-9.05
UA,19,Mykolayiv,50.35,24.9833
UA,19,Kuznetsovsk,51.6833,25.8667
NO,19,Netland,58.6167,6.9
CH,19,Ermatingen,47.6667,9.0833
RO,19,Rovinari,44.9167,23.1833
CH,19,Matzingen,47.5167,8.9333
UA,19,Nobel,51.8667,25.7667
IT,19,Charvensod,45.7167,7.3167
NO,19,Helleren,58.85,7.5
EE,19,Puka,58.0497,26.2264
NO,19,Tveit,58.2333,8.1333
IT,19,Morgex,45.75,7.0333
RO,19,Motru,44.8033,22.9719
EG,19,Port Said,31.2667,32.3
IT,19,Brissogne,45.7167,7.4
NO,19,Lone,58.0667,7.2333
NO,19,Aasland,58.6,7.4
NO,19,Flekkefjord,58.2833,6.6833
NO,19,Strai,58.2,7.9
NO,19,Vaardal,58.45,7.3667
IT,19,Villair,45.75,7.0667
NO,19,Mosby,58.2333,7.9
NO,19,Byremo,58.4333,7.4167
IN,19,Yelahanka,13.1075,77.6003
NO,19,Farsund,58.0833,6.8
TR,19,Kuzuluk,40.8833,34.4
IR,19,Kashani,35.9833,50.5
JP,19,Shimonumabe,35.5667,139.6667
NO,19,Iveland,58.3833,7.8333
NO,19,Kile,58.4,7.7667
NO,19,Konsmo,58.3,7.4
CH,19,Gachnang,47.5333,8.85
NO,19,Tonstad,58.6667,6.7167
IT,19,Champoluc,45.8333,7.7333
NO,19,Valand,58.05,7.5667
IT,19,Issogne,45.65,7.6833
IT,19,Brusson,45.75,7.7333
GE,19,Marneuli,41.4636,44.8108
NO,19,Hille,58,7.3667
CH,19,Stettfurt,47.5333,8.95
NO,19,Dalane,58.1667,7.9667
EE,19,Hummuli,57.9036,26.0583
PT,19,Barra Cheia,38.6,-9
NO,19,Ljosland,58.8,7.3333
IT,19,Bard,45.6,7.75
NO,19,Laudal,58.25,7.5
NO,19,Stave,58.1167,6.6
NO,19,Handeland,58.8667,6.8
IT,19,La Salle,45.75,7.0667
RO,19,Vidin,44.9167,23.5167
NO,19,Lista,58.1167,6.7
LV,19,Deglava,56.65,27.8667
NO,19,Ramsland,58.0333,7.1
NO,19,Loland,58.2833,7.8667
TR,19,Arslan,40.6333,34.7
CH,19,Raperswilen,47.6333,9.0333
UA,19,Berlin,50.1333,25.0833
IE,19,Dunleer,53.835,-6.3961
UA,19,Zdolbuniv,50.5167,26.25
IT,19,Emarese,45.7167,7.6833
NO,19,Aaseral,58.6167,7.4167
UA,19,Gran,51.5333,26.35
NO,19,Vanse,58.1167,6.7
IE,19,Kilsaran,53.8906,-6.3889
PT,19,Ravasqueira,38.75,-8.6333
NO,19,Grimestad,58.1833,7.45
RO,19,Matasari,44.85,23.0833
NO,19,Eiken,58.4833,7.2167
IT,19,Etroubles,45.8167,7.2333
NO,19,Vigmostad,58.2,7.35
GE,19,Gldani,41.8219,44.8292
IT,19,Pont-Saint-Martin,45.6,7.8
CH,19,Hagenbuch,47.5167,8.9
TR,19,Alaca,40.1683,34.8425
IT,19,Dondena,45.6167,7.55
IT,19,Valprato,45.5167,7.55
NO,19,Sira,58.4167,6.6333
IT,19,Staffa,45.9667,7.9667
IT,19,San Remigio,45.8333,7.1833
NO,19,Tredal,58.0667,7.3333
NO,19,Lastad,58.05,7.7
IE,19,Grangebellew,53.8206,-6.3347
UA,19,Polonne,51.3167,25.9
IT,19,Ronco Canavese,45.5,7.5333
NO,19,Tufteland,58.1,7.8333
CN,19,Shenyang,41.7922,123.4328
CN,19,Dalian,38.9122,121.6022
CN,19,Chaoyang,41.5703,120.4586
CN,19,Anshan,41.1236,122.99
CN,19,Fuxin,42.0156,121.6589
CN,19,Benxi,41.2886,123.765
CN,19,Liaoyang,41.2261,123.0561
CN,19,Yingkou,40.6342,122.5081
CN,19,Jinzhou,39.1,121.7167
CN,19,Daqing,41.7239,123.2017
JP,19,Fujisawa,35.3419,139.47
JP,19,Ikuta,35.6167,139.55
JP,19,Shibuya,35.45,139.4667
JP,19,Zama,35.4889,139.3886
CN,19,Fushun,41.7,123.8833
CN,19,Haicheng,40.8519,122.7417
CN,19,Tieling,42.2931,123.8414
CN,19,Dandong,40.1292,124.3947
CN,19,Huludao,40.7167,121
CN,19,Xingcheng,40.6167,120.7167
CN,19,Jinxi,40.75,120.8333
CN,19,Shuangtaizi,40.2167,122.2667
CN,19,Nantai,40.9167,122.7833
CN,19,Xinglongtai,42.3,124.9833
CN,19,Suizhong,40.35,120.35
CN,19,Fengcheng,40.4536,124.0717
CN,19,Xinli,39.9767,123.5928
CN,19,Xinbin,41.7219,125.0383
CN,19,Beining,41.5956,121.7928
JP,19,Yokosuka,35.2836,139.6672
CN,19,Taiji,41.7886,120.7175
CN,19,Kuandian,40.7286,124.7847
CN,19,Pingfang,39.9586,123.4839
CN,19,Yizhou,41.5336,121.2481
CN,19,Huiji,41.2936,121.2903
CN,19,Fenghuangcheng,40.4536,124.0717
IN,19,Gokak,16.1667,74.8333
CN,19,Pingluo,41.9261,123.3375
JP,19,Hayashi,35.2167,139.6333
CN,19,Changtu,42.7753,124.1128
CN,19,Lunan,40.6822,122.31
CN,19,Shuangta,39.7658,122.4711
CN,19,Changhai,39.2756,122.6
CN,19,Zhenxing,42.7147,124.9208
CN,19,Xinqiu,42.1031,121.8006
CN,19,Xinmin,41.9908,122.8253
CN,19,Tianyi,39.9342,122.4536
CN,19,Tongxing,40.1164,124.3017
CN,19,Donggang,39.8775,124.1475
CN,19,Xiecheng,39.8064,123.4261
CN,19,Hongsheng,41.7067,125.1425
CN,19,Liudian,39.5961,122.7125
CN,19,Xinjin,39.3953,121.9669
CN,19,Wangbin,41.9661,123.725
IN,19,Manipal,13.35,74.7833
ID,19,Bengkalis,1.4667,102.1333
CN,19,Zaohua,41.8778,123.3561
IN,19,Mangalore,12.8667,74.8833
ID,19,Kabil,1.0667,104.1333
IN,19,Vittal,12.7667,75.0833
CN,19,Yusi,42.1939,121.2003
CN,19,Dianchang,40.9583,125.3117
IN,19,Shimogga,13.9167,75.5667
IN,19,Mysore,12.3072,76.6497
IN,19,Sangam,16.2,76.05
IN,19,Agni,16.5667,76.4667
ID,19,Pakanbaru,0.5333,101.45
CN,19,Lixin,39.5008,121.7039
IN,19,Belgaum,15.8667,74.5
CN,19,Xiangtang,40.8297,122.7631
IN,19,Hubli,15.35,75.1667
IN,19,Mansur,15.4,74.9667
IN,19,Venur,13.0167,75.1333
IN,19,Tumkur,13.3422,77.1017
IN,19,Hassan,13.0006,76.0994
IN,19,Mandya,12.5242,76.8958
CN,19,Huatong,40.05,121.9333
CN,19,Yanjun,40.8833,122.7167
IN,19,Kunnur,16.55,74.4167
IN,19,Gulbarga,17.3333,76.8333
IN,19,Dharwad,15.4667,75.0167
CN,19,Sanwa,41.9108,123.5647
CN,19,Baoshen,41.7167,121.3833
ID,19,Tanjungpinang,0.9167,104.45
IN,19,Ramanagaram,12.7167,77.3
IN,19,Kengeri,12.9,77.4833
IN,19,Raichur,16.2,77.3667
IN,19,Hospet,15.2667,76.4
IN,19,Bagalkot,16.1833,75.7
IN,19,Bellary,15.15,76.9333
IN,19,Grama,12.9817,76.2178
CN,19,Dadonggang,39.8883,124.2067
ID,19,Duri,1.45,101.25
ID,19,Ranai,3.9167,108.3833
ID,19,Rengat,-0.4,102.55
IN,19,Karkala,13.2,74.9833
IN,19,Udupi,13.35,74.75
CN,19,Nanlou,40.6161,122.5783
ID,19,Dumai,1.6833,101.45
IN,19,Chitradurga,14.2333,76.4
IN,19,Sedam,17.1833,77.2833
IN,19,Toranagallu,15.2,76.6833
IN,19,Hampi,15.3333,76.4667
CN,19,Beilu,41.0808,119.295
CN,19,Huiyuan,41.9697,123.8761
CN,19,Ganggang,42.1003,119.7742
CN,19,Wulongkou,41.6353,124.2317
IN,19,Savanur,14.9667,75.35
CN,19,Beidi,41.7108,120.9664
CN,19,Chantu,42.7753,124.1128
CN,19,Hedian,40.7611,124.6494
KR,19,Daejeon,36.3214,127.4197
IN,19,Kormangala,12.9333,77.6167
CN,19,Mingyang,39.5628,122.6286
CN,19,Taiyangsheng,40.3664,122.3728
CN,19,Shixin,41.1261,121.6486
CN,19,Dudu,41.5558,124.8803
CN,19,Wenxiang,41.0667,122.5667
IN,19,Maddur,12.6,77.0667
PH,19,Virac,13.5786,124.2306
IN,19,Wadi,17.0667,76.9833
IN,19,Haliyal,15.3333,74.7667
IN,19,Nanjangud,12.1197,76.6828
IN,19,Hunsur,12.3075,76.2878
IN,19,Nandi,13.3847,77.6933
CN,19,Jingshang,41.1153,119.3925
CN,19,Kangkang,42.1003,119.7742
CN,19,Xinkai,40.8003,122.0669
CN,19,Yanjiang,40.6592,125.2306
IN,19,Bettadpur,12.4733,76.1025
CN,19,Hunhe,41.7244,123.3703
CN,19,Chin,41.1653,121.3667
CN,19,Dadong,39.8775,124.1475
JP,19,Zushi,35.2917,139.5856
JP,19,Tsurumi,35.5,139.6833
